"","date","visits","Page_Summary"
"653",2016-04-12,487,"Alabama_Crimson_Tide"
"654",2016-04-13,427,"Alabama_Crimson_Tide"
"655",2016-04-14,454,"Alabama_Crimson_Tide"
"656",2016-04-15,475,"Alabama_Crimson_Tide"
"657",2016-04-16,805,"Alabama_Crimson_Tide"
"658",2016-04-17,607,"Alabama_Crimson_Tide"
"659",2016-04-18,468,"Alabama_Crimson_Tide"
"660",2016-04-19,462,"Alabama_Crimson_Tide"
"661",2016-04-20,463,"Alabama_Crimson_Tide"
"662",2016-04-21,429,"Alabama_Crimson_Tide"
"663",2016-04-22,467,"Alabama_Crimson_Tide"
"664",2016-04-23,446,"Alabama_Crimson_Tide"
"665",2016-04-24,460,"Alabama_Crimson_Tide"
"666",2016-04-25,381,"Alabama_Crimson_Tide"
"667",2016-04-26,478,"Alabama_Crimson_Tide"
"668",2016-04-27,472,"Alabama_Crimson_Tide"
"669",2016-04-28,619,"Alabama_Crimson_Tide"
"670",2016-04-29,1255,"Alabama_Crimson_Tide"
"671",2016-04-30,1005,"Alabama_Crimson_Tide"
"672",2016-05-01,604,"Alabama_Crimson_Tide"
"673",2016-05-02,575,"Alabama_Crimson_Tide"
"674",2016-05-03,466,"Alabama_Crimson_Tide"
"675",2016-05-04,462,"Alabama_Crimson_Tide"
"676",2016-05-05,441,"Alabama_Crimson_Tide"
"677",2016-05-06,463,"Alabama_Crimson_Tide"
"678",2016-05-07,408,"Alabama_Crimson_Tide"
"679",2016-05-08,408,"Alabama_Crimson_Tide"
"680",2016-05-09,663,"Alabama_Crimson_Tide"
"681",2016-05-10,455,"Alabama_Crimson_Tide"
"682",2016-05-11,470,"Alabama_Crimson_Tide"
"683",2016-05-12,401,"Alabama_Crimson_Tide"
"684",2016-05-13,376,"Alabama_Crimson_Tide"
"685",2016-05-14,425,"Alabama_Crimson_Tide"
"686",2016-05-15,513,"Alabama_Crimson_Tide"
"687",2016-05-16,410,"Alabama_Crimson_Tide"
"688",2016-05-17,404,"Alabama_Crimson_Tide"
"689",2016-05-18,431,"Alabama_Crimson_Tide"
"690",2016-05-19,414,"Alabama_Crimson_Tide"
"691",2016-05-20,437,"Alabama_Crimson_Tide"
"692",2016-05-21,428,"Alabama_Crimson_Tide"
"693",2016-05-22,402,"Alabama_Crimson_Tide"
"694",2016-05-23,340,"Alabama_Crimson_Tide"
"695",2016-05-24,398,"Alabama_Crimson_Tide"
"696",2016-05-25,404,"Alabama_Crimson_Tide"
"697",2016-05-26,441,"Alabama_Crimson_Tide"
"698",2016-05-27,378,"Alabama_Crimson_Tide"
"699",2016-05-28,425,"Alabama_Crimson_Tide"
"700",2016-05-29,382,"Alabama_Crimson_Tide"
"701",2016-05-30,415,"Alabama_Crimson_Tide"
"702",2016-05-31,396,"Alabama_Crimson_Tide"
"703",2016-06-01,506,"Alabama_Crimson_Tide"
"704",2016-06-02,367,"Alabama_Crimson_Tide"
"705",2016-06-03,353,"Alabama_Crimson_Tide"
"706",2016-06-04,478,"Alabama_Crimson_Tide"
"707",2016-06-05,364,"Alabama_Crimson_Tide"
"708",2016-06-06,402,"Alabama_Crimson_Tide"
"709",2016-06-07,460,"Alabama_Crimson_Tide"
"710",2016-06-08,449,"Alabama_Crimson_Tide"
"711",2016-06-09,455,"Alabama_Crimson_Tide"
"712",2016-06-10,447,"Alabama_Crimson_Tide"
"713",2016-06-11,381,"Alabama_Crimson_Tide"
"714",2016-06-12,378,"Alabama_Crimson_Tide"
"715",2016-06-13,350,"Alabama_Crimson_Tide"
"716",2016-06-14,395,"Alabama_Crimson_Tide"
"717",2016-06-15,346,"Alabama_Crimson_Tide"
"718",2016-06-16,345,"Alabama_Crimson_Tide"
"719",2016-06-17,388,"Alabama_Crimson_Tide"
"720",2016-06-18,395,"Alabama_Crimson_Tide"
"721",2016-06-19,424,"Alabama_Crimson_Tide"
"722",2016-06-20,456,"Alabama_Crimson_Tide"
"723",2016-06-21,455,"Alabama_Crimson_Tide"
"724",2016-06-22,392,"Alabama_Crimson_Tide"
"725",2016-06-23,421,"Alabama_Crimson_Tide"
"726",2016-06-24,410,"Alabama_Crimson_Tide"
"727",2016-06-25,517,"Alabama_Crimson_Tide"
"728",2016-06-26,442,"Alabama_Crimson_Tide"
"729",2016-06-27,473,"Alabama_Crimson_Tide"
"730",2016-06-28,368,"Alabama_Crimson_Tide"
"731",2016-06-29,384,"Alabama_Crimson_Tide"
"732",2016-06-30,446,"Alabama_Crimson_Tide"
"733",2016-07-01,448,"Alabama_Crimson_Tide"
"734",2016-07-02,485,"Alabama_Crimson_Tide"
"735",2016-07-03,467,"Alabama_Crimson_Tide"
"736",2016-07-04,608,"Alabama_Crimson_Tide"
"737",2016-07-05,479,"Alabama_Crimson_Tide"
"738",2016-07-06,482,"Alabama_Crimson_Tide"
"739",2016-07-07,668,"Alabama_Crimson_Tide"
"740",2016-07-08,426,"Alabama_Crimson_Tide"
"741",2016-07-09,506,"Alabama_Crimson_Tide"
"742",2016-07-10,489,"Alabama_Crimson_Tide"
"743",2016-07-11,833,"Alabama_Crimson_Tide"
"744",2016-07-12,593,"Alabama_Crimson_Tide"
"745",2016-07-13,637,"Alabama_Crimson_Tide"
"746",2016-07-14,710,"Alabama_Crimson_Tide"
"747",2016-07-15,680,"Alabama_Crimson_Tide"
"748",2016-07-16,617,"Alabama_Crimson_Tide"
"749",2016-07-17,616,"Alabama_Crimson_Tide"
"750",2016-07-18,552,"Alabama_Crimson_Tide"
"751",2016-07-19,651,"Alabama_Crimson_Tide"
"752",2016-07-20,575,"Alabama_Crimson_Tide"
"753",2016-07-21,506,"Alabama_Crimson_Tide"
"754",2016-07-22,496,"Alabama_Crimson_Tide"
"755",2016-07-23,620,"Alabama_Crimson_Tide"
"756",2016-07-24,640,"Alabama_Crimson_Tide"
"757",2016-07-25,698,"Alabama_Crimson_Tide"
"758",2016-07-26,605,"Alabama_Crimson_Tide"
"759",2016-07-27,621,"Alabama_Crimson_Tide"
"760",2016-07-28,671,"Alabama_Crimson_Tide"
"761",2016-07-29,597,"Alabama_Crimson_Tide"
"762",2016-07-30,639,"Alabama_Crimson_Tide"
"763",2016-07-31,830,"Alabama_Crimson_Tide"
"764",2016-08-01,714,"Alabama_Crimson_Tide"
"765",2016-08-02,1049,"Alabama_Crimson_Tide"
"766",2016-08-03,1227,"Alabama_Crimson_Tide"
"767",2016-08-04,975,"Alabama_Crimson_Tide"
"768",2016-08-05,967,"Alabama_Crimson_Tide"
"769",2016-08-06,726,"Alabama_Crimson_Tide"
"770",2016-08-07,811,"Alabama_Crimson_Tide"
"771",2016-08-08,639,"Alabama_Crimson_Tide"
"772",2016-08-09,701,"Alabama_Crimson_Tide"
"773",2016-08-10,584,"Alabama_Crimson_Tide"
"774",2016-08-11,680,"Alabama_Crimson_Tide"
"775",2016-08-12,706,"Alabama_Crimson_Tide"
"776",2016-08-13,796,"Alabama_Crimson_Tide"
"777",2016-08-14,762,"Alabama_Crimson_Tide"
"778",2016-08-15,729,"Alabama_Crimson_Tide"
"779",2016-08-16,608,"Alabama_Crimson_Tide"
"780",2016-08-17,651,"Alabama_Crimson_Tide"
"781",2016-08-18,651,"Alabama_Crimson_Tide"
"782",2016-08-19,766,"Alabama_Crimson_Tide"
"783",2016-08-20,928,"Alabama_Crimson_Tide"
"784",2016-08-21,1135,"Alabama_Crimson_Tide"
"785",2016-08-22,968,"Alabama_Crimson_Tide"
"786",2016-08-23,871,"Alabama_Crimson_Tide"
"787",2016-08-24,838,"Alabama_Crimson_Tide"
"788",2016-08-25,987,"Alabama_Crimson_Tide"
"789",2016-08-26,999,"Alabama_Crimson_Tide"
"790",2016-08-27,1297,"Alabama_Crimson_Tide"
"791",2016-08-28,1332,"Alabama_Crimson_Tide"
"792",2016-08-29,1158,"Alabama_Crimson_Tide"
"793",2016-08-30,1201,"Alabama_Crimson_Tide"
"794",2016-08-31,1231,"Alabama_Crimson_Tide"
"795",2016-09-01,1648,"Alabama_Crimson_Tide"
"796",2016-09-02,2536,"Alabama_Crimson_Tide"
"797",2016-09-03,5031,"Alabama_Crimson_Tide"
"798",2016-09-04,10794,"Alabama_Crimson_Tide"
"799",2016-09-05,3336,"Alabama_Crimson_Tide"
"800",2016-09-06,2594,"Alabama_Crimson_Tide"
"801",2016-09-07,1348,"Alabama_Crimson_Tide"
"802",2016-09-08,1070,"Alabama_Crimson_Tide"
"803",2016-09-09,1098,"Alabama_Crimson_Tide"
"804",2016-09-10,3465,"Alabama_Crimson_Tide"
"805",2016-09-11,2725,"Alabama_Crimson_Tide"
"806",2016-09-12,1252,"Alabama_Crimson_Tide"
"807",2016-09-13,1003,"Alabama_Crimson_Tide"
"808",2016-09-14,940,"Alabama_Crimson_Tide"
"809",2016-09-15,963,"Alabama_Crimson_Tide"
"810",2016-09-16,1177,"Alabama_Crimson_Tide"
"811",2016-09-17,5130,"Alabama_Crimson_Tide"
"812",2016-09-18,3519,"Alabama_Crimson_Tide"
"813",2016-09-19,1435,"Alabama_Crimson_Tide"
"814",2016-09-20,1056,"Alabama_Crimson_Tide"
"815",2016-09-21,852,"Alabama_Crimson_Tide"
"816",2016-09-22,866,"Alabama_Crimson_Tide"
"817",2016-09-23,1075,"Alabama_Crimson_Tide"
"818",2016-09-24,2803,"Alabama_Crimson_Tide"
"819",2016-09-25,2694,"Alabama_Crimson_Tide"
"820",2016-09-26,1677,"Alabama_Crimson_Tide"
"821",2016-09-27,1122,"Alabama_Crimson_Tide"
"822",2016-09-28,934,"Alabama_Crimson_Tide"
"823",2016-09-29,832,"Alabama_Crimson_Tide"
"824",2016-09-30,1136,"Alabama_Crimson_Tide"
"825",2016-10-01,2558,"Alabama_Crimson_Tide"
"826",2016-10-02,4078,"Alabama_Crimson_Tide"
"827",2016-10-03,1296,"Alabama_Crimson_Tide"
"828",2016-10-04,1014,"Alabama_Crimson_Tide"
"829",2016-10-05,762,"Alabama_Crimson_Tide"
"830",2016-10-06,866,"Alabama_Crimson_Tide"
"831",2016-10-07,860,"Alabama_Crimson_Tide"
"832",2016-10-08,2273,"Alabama_Crimson_Tide"
"833",2016-10-09,3799,"Alabama_Crimson_Tide"
"834",2016-10-10,1176,"Alabama_Crimson_Tide"
"835",2016-10-11,1067,"Alabama_Crimson_Tide"
"836",2016-10-12,890,"Alabama_Crimson_Tide"
"837",2016-10-13,1091,"Alabama_Crimson_Tide"
"838",2016-10-14,1139,"Alabama_Crimson_Tide"
"839",2016-10-15,4962,"Alabama_Crimson_Tide"
"840",2016-10-16,3747,"Alabama_Crimson_Tide"
"841",2016-10-17,1612,"Alabama_Crimson_Tide"
"842",2016-10-18,1221,"Alabama_Crimson_Tide"
"843",2016-10-19,946,"Alabama_Crimson_Tide"
"844",2016-10-20,918,"Alabama_Crimson_Tide"
"845",2016-10-21,1153,"Alabama_Crimson_Tide"
"846",2016-10-22,7296,"Alabama_Crimson_Tide"
"847",2016-10-23,3800,"Alabama_Crimson_Tide"
"848",2016-10-24,1516,"Alabama_Crimson_Tide"
"849",2016-10-25,1090,"Alabama_Crimson_Tide"
"850",2016-10-26,911,"Alabama_Crimson_Tide"
"851",2016-10-27,834,"Alabama_Crimson_Tide"
"852",2016-10-28,927,"Alabama_Crimson_Tide"
"853",2016-10-29,2160,"Alabama_Crimson_Tide"
"854",2016-10-30,2254,"Alabama_Crimson_Tide"
"855",2016-10-31,1099,"Alabama_Crimson_Tide"
"856",2016-11-01,998,"Alabama_Crimson_Tide"
"857",2016-11-02,998,"Alabama_Crimson_Tide"
"858",2016-11-03,944,"Alabama_Crimson_Tide"
"859",2016-11-04,1192,"Alabama_Crimson_Tide"
"860",2016-11-05,2530,"Alabama_Crimson_Tide"
"861",2016-11-06,7196,"Alabama_Crimson_Tide"
"862",2016-11-07,1514,"Alabama_Crimson_Tide"
"863",2016-11-08,1031,"Alabama_Crimson_Tide"
"864",2016-11-09,714,"Alabama_Crimson_Tide"
"865",2016-11-10,758,"Alabama_Crimson_Tide"
"866",2016-11-11,946,"Alabama_Crimson_Tide"
"867",2016-11-12,3463,"Alabama_Crimson_Tide"
"868",2016-11-13,3801,"Alabama_Crimson_Tide"
"869",2016-11-14,1515,"Alabama_Crimson_Tide"
"870",2016-11-15,1323,"Alabama_Crimson_Tide"
"871",2016-11-16,1245,"Alabama_Crimson_Tide"
"872",2016-11-17,893,"Alabama_Crimson_Tide"
"873",2016-11-18,1382,"Alabama_Crimson_Tide"
"874",2016-11-19,2458,"Alabama_Crimson_Tide"
"875",2016-11-20,3664,"Alabama_Crimson_Tide"
"876",2016-11-21,1569,"Alabama_Crimson_Tide"
"877",2016-11-22,1490,"Alabama_Crimson_Tide"
"878",2016-11-23,1531,"Alabama_Crimson_Tide"
"879",2016-11-24,1787,"Alabama_Crimson_Tide"
"880",2016-11-25,2754,"Alabama_Crimson_Tide"
"881",2016-11-26,10848,"Alabama_Crimson_Tide"
"882",2016-11-27,7734,"Alabama_Crimson_Tide"
"883",2016-11-28,2559,"Alabama_Crimson_Tide"
"884",2016-11-29,2096,"Alabama_Crimson_Tide"
"885",2016-11-30,2027,"Alabama_Crimson_Tide"
"886",2016-12-01,1617,"Alabama_Crimson_Tide"
"887",2016-12-02,1661,"Alabama_Crimson_Tide"
"888",2016-12-03,9024,"Alabama_Crimson_Tide"
"889",2016-12-04,13359,"Alabama_Crimson_Tide"
"890",2016-12-05,3862,"Alabama_Crimson_Tide"
"891",2016-12-06,2257,"Alabama_Crimson_Tide"
"892",2016-12-07,1521,"Alabama_Crimson_Tide"
"893",2016-12-08,1410,"Alabama_Crimson_Tide"
"894",2016-12-09,1909,"Alabama_Crimson_Tide"
"895",2016-12-10,1888,"Alabama_Crimson_Tide"
"896",2016-12-11,1799,"Alabama_Crimson_Tide"
"897",2016-12-12,1580,"Alabama_Crimson_Tide"
"898",2016-12-13,1539,"Alabama_Crimson_Tide"
"899",2016-12-14,1194,"Alabama_Crimson_Tide"
"900",2016-12-15,978,"Alabama_Crimson_Tide"
"901",2016-12-16,1016,"Alabama_Crimson_Tide"
"902",2016-12-17,1490,"Alabama_Crimson_Tide"
"903",2016-12-18,1221,"Alabama_Crimson_Tide"
"904",2016-12-19,1028,"Alabama_Crimson_Tide"
"905",2016-12-20,1047,"Alabama_Crimson_Tide"
"906",2016-12-21,939,"Alabama_Crimson_Tide"
"907",2016-12-22,940,"Alabama_Crimson_Tide"
"908",2016-12-23,992,"Alabama_Crimson_Tide"
"909",2016-12-24,1314,"Alabama_Crimson_Tide"
"910",2016-12-25,1176,"Alabama_Crimson_Tide"
"911",2016-12-26,1306,"Alabama_Crimson_Tide"
"912",2016-12-27,1783,"Alabama_Crimson_Tide"
"913",2016-12-28,1710,"Alabama_Crimson_Tide"
"914",2016-12-29,2515,"Alabama_Crimson_Tide"
"915",2016-12-30,3035,"Alabama_Crimson_Tide"
"916",2016-12-31,18028,"Alabama_Crimson_Tide"
"917",2015-10-01,354,"Amanda_Nunes"
"918",2015-10-02,392,"Amanda_Nunes"
"919",2015-10-03,452,"Amanda_Nunes"
"920",2015-10-04,907,"Amanda_Nunes"
"921",2015-10-05,452,"Amanda_Nunes"
"922",2015-10-06,492,"Amanda_Nunes"
"923",2015-10-07,503,"Amanda_Nunes"
"924",2015-10-08,449,"Amanda_Nunes"
"925",2015-10-09,407,"Amanda_Nunes"
"926",2015-10-10,360,"Amanda_Nunes"
"927",2015-10-11,353,"Amanda_Nunes"
"928",2015-10-12,341,"Amanda_Nunes"
"929",2015-10-13,484,"Amanda_Nunes"
"930",2015-10-14,358,"Amanda_Nunes"
"931",2015-10-15,421,"Amanda_Nunes"
"932",2015-10-16,258,"Amanda_Nunes"
"933",2015-10-17,265,"Amanda_Nunes"
"934",2015-10-18,231,"Amanda_Nunes"
"935",2015-10-19,244,"Amanda_Nunes"
"936",2015-10-20,278,"Amanda_Nunes"
"937",2015-10-21,296,"Amanda_Nunes"
"938",2015-10-22,284,"Amanda_Nunes"
"939",2015-10-23,317,"Amanda_Nunes"
"940",2015-10-24,286,"Amanda_Nunes"
"941",2015-10-25,299,"Amanda_Nunes"
"942",2015-10-26,348,"Amanda_Nunes"
"943",2015-10-27,376,"Amanda_Nunes"
"944",2015-10-28,518,"Amanda_Nunes"
"945",2015-10-29,558,"Amanda_Nunes"
"946",2015-10-30,470,"Amanda_Nunes"
"947",2015-10-31,356,"Amanda_Nunes"
"948",2015-11-01,350,"Amanda_Nunes"
"949",2015-11-02,380,"Amanda_Nunes"
"950",2015-11-03,603,"Amanda_Nunes"
"951",2015-11-04,523,"Amanda_Nunes"
"952",2015-11-05,432,"Amanda_Nunes"
"953",2015-11-06,462,"Amanda_Nunes"
"954",2015-11-07,395,"Amanda_Nunes"
"955",2015-11-08,521,"Amanda_Nunes"
"956",2015-11-09,611,"Amanda_Nunes"
"957",2015-11-10,712,"Amanda_Nunes"
"958",2015-11-11,808,"Amanda_Nunes"
"959",2015-11-12,919,"Amanda_Nunes"
"960",2015-11-13,1170,"Amanda_Nunes"
"961",2015-11-14,1337,"Amanda_Nunes"
"962",2015-11-15,4248,"Amanda_Nunes"
"963",2015-11-16,3446,"Amanda_Nunes"
"964",2015-11-17,2624,"Amanda_Nunes"
"965",2015-11-18,1665,"Amanda_Nunes"
"966",2015-11-19,1265,"Amanda_Nunes"
"967",2015-11-20,1014,"Amanda_Nunes"
"968",2015-11-21,937,"Amanda_Nunes"
"969",2015-11-22,1520,"Amanda_Nunes"
"970",2015-11-23,957,"Amanda_Nunes"
"971",2015-11-24,1144,"Amanda_Nunes"
"972",2015-11-25,725,"Amanda_Nunes"
"973",2015-11-26,499,"Amanda_Nunes"
"974",2015-11-27,577,"Amanda_Nunes"
"975",2015-11-28,561,"Amanda_Nunes"
"976",2015-11-29,652,"Amanda_Nunes"
"977",2015-11-30,549,"Amanda_Nunes"
"978",2015-12-01,485,"Amanda_Nunes"
"979",2015-12-02,556,"Amanda_Nunes"
"980",2015-12-03,533,"Amanda_Nunes"
"981",2015-12-04,616,"Amanda_Nunes"
"982",2015-12-05,648,"Amanda_Nunes"
"983",2015-12-06,527,"Amanda_Nunes"
"984",2015-12-07,495,"Amanda_Nunes"
"985",2015-12-08,531,"Amanda_Nunes"
"986",2015-12-09,562,"Amanda_Nunes"
"987",2015-12-10,522,"Amanda_Nunes"
"988",2015-12-11,609,"Amanda_Nunes"
"989",2015-12-12,422,"Amanda_Nunes"
"990",2015-12-13,548,"Amanda_Nunes"
"991",2015-12-14,528,"Amanda_Nunes"
"992",2015-12-15,464,"Amanda_Nunes"
"993",2015-12-16,384,"Amanda_Nunes"
"994",2015-12-17,443,"Amanda_Nunes"
"995",2015-12-18,355,"Amanda_Nunes"
"996",2015-12-19,553,"Amanda_Nunes"
"997",2015-12-20,580,"Amanda_Nunes"
"998",2015-12-21,566,"Amanda_Nunes"
"999",2015-12-22,529,"Amanda_Nunes"
"1000",2015-12-23,361,"Amanda_Nunes"
"1001",2015-12-24,358,"Amanda_Nunes"
"1002",2015-12-25,323,"Amanda_Nunes"
"1003",2015-12-26,366,"Amanda_Nunes"
"1004",2015-12-27,342,"Amanda_Nunes"
"1005",2015-12-28,345,"Amanda_Nunes"
"1006",2015-12-29,338,"Amanda_Nunes"
"1007",2015-12-30,369,"Amanda_Nunes"
"1008",2015-12-31,456,"Amanda_Nunes"
"1009",2016-01-01,272,"Amanda_Nunes"
"1010",2016-01-02,403,"Amanda_Nunes"
"1011",2016-01-03,484,"Amanda_Nunes"
"1012",2016-01-04,451,"Amanda_Nunes"
"1013",2016-01-05,667,"Amanda_Nunes"
"1014",2016-01-06,499,"Amanda_Nunes"
"1015",2016-01-07,892,"Amanda_Nunes"
"1016",2016-01-08,612,"Amanda_Nunes"
"1017",2016-01-09,527,"Amanda_Nunes"
"1018",2016-01-10,661,"Amanda_Nunes"
"1019",2016-01-11,544,"Amanda_Nunes"
"1020",2016-01-12,412,"Amanda_Nunes"
"1021",2016-01-13,473,"Amanda_Nunes"
"1022",2016-01-14,460,"Amanda_Nunes"
"1023",2016-01-15,298,"Amanda_Nunes"
"1024",2016-01-16,345,"Amanda_Nunes"
"1025",2016-01-17,499,"Amanda_Nunes"
"1026",2016-01-18,396,"Amanda_Nunes"
"1027",2016-01-19,364,"Amanda_Nunes"
"1028",2016-01-20,340,"Amanda_Nunes"
"1029",2016-01-21,396,"Amanda_Nunes"
"1030",2016-01-22,317,"Amanda_Nunes"
"1031",2016-01-23,305,"Amanda_Nunes"
"1032",2016-01-24,330,"Amanda_Nunes"
"1033",2016-01-25,282,"Amanda_Nunes"
"1034",2016-01-26,300,"Amanda_Nunes"
"1035",2016-01-27,273,"Amanda_Nunes"
"1036",2016-01-28,1005,"Amanda_Nunes"
"1037",2016-01-29,1361,"Amanda_Nunes"
"1038",2016-01-30,832,"Amanda_Nunes"
"1039",2016-01-31,930,"Amanda_Nunes"
"1040",2016-02-01,858,"Amanda_Nunes"
"1041",2016-02-02,669,"Amanda_Nunes"
"1042",2016-02-03,535,"Amanda_Nunes"
"1043",2016-02-04,664,"Amanda_Nunes"
"1044",2016-02-05,557,"Amanda_Nunes"
"1045",2016-02-06,544,"Amanda_Nunes"
"1046",2016-02-07,1047,"Amanda_Nunes"
"1047",2016-02-08,676,"Amanda_Nunes"
"1048",2016-02-09,684,"Amanda_Nunes"
"1049",2016-02-10,598,"Amanda_Nunes"
"1050",2016-02-11,550,"Amanda_Nunes"
"1051",2016-02-12,558,"Amanda_Nunes"
"1052",2016-02-13,547,"Amanda_Nunes"
"1053",2016-02-14,561,"Amanda_Nunes"
"1054",2016-02-15,527,"Amanda_Nunes"
"1055",2016-02-16,613,"Amanda_Nunes"
"1056",2016-02-17,695,"Amanda_Nunes"
"1057",2016-02-18,628,"Amanda_Nunes"
"1058",2016-02-19,599,"Amanda_Nunes"
"1059",2016-02-20,607,"Amanda_Nunes"
"1060",2016-02-21,1035,"Amanda_Nunes"
"1061",2016-02-22,1430,"Amanda_Nunes"
"1062",2016-02-23,1561,"Amanda_Nunes"
"1063",2016-02-24,1963,"Amanda_Nunes"
"1064",2016-02-25,1452,"Amanda_Nunes"
"1065",2016-02-26,1200,"Amanda_Nunes"
"1066",2016-02-27,1474,"Amanda_Nunes"
"1067",2016-02-28,2110,"Amanda_Nunes"
"1068",2016-02-29,2673,"Amanda_Nunes"
"1069",2016-03-01,3098,"Amanda_Nunes"
"1070",2016-03-02,3438,"Amanda_Nunes"
"1071",2016-03-03,5478,"Amanda_Nunes"
"1072",2016-03-04,6902,"Amanda_Nunes"
"1073",2016-03-05,13591,"Amanda_Nunes"
"1074",2016-03-06,55331,"Amanda_Nunes"
"1075",2016-03-07,6965,"Amanda_Nunes"
"1076",2016-03-08,3112,"Amanda_Nunes"
"1077",2016-03-09,2508,"Amanda_Nunes"
"1078",2016-03-10,1964,"Amanda_Nunes"
"1079",2016-03-11,1460,"Amanda_Nunes"
"1080",2016-03-12,1873,"Amanda_Nunes"
"1081",2016-03-13,1976,"Amanda_Nunes"
"1082",2016-03-14,1536,"Amanda_Nunes"
"1083",2016-03-15,1005,"Amanda_Nunes"
"1084",2016-03-16,1231,"Amanda_Nunes"
"1085",2016-03-17,912,"Amanda_Nunes"
"1086",2016-03-18,815,"Amanda_Nunes"
"1087",2016-03-19,851,"Amanda_Nunes"
"1088",2016-03-20,871,"Amanda_Nunes"
"1089",2016-03-21,1013,"Amanda_Nunes"
"1090",2016-03-22,649,"Amanda_Nunes"
"1091",2016-03-23,588,"Amanda_Nunes"
"1092",2016-03-24,811,"Amanda_Nunes"
"1093",2016-03-25,532,"Amanda_Nunes"
"1094",2016-03-26,677,"Amanda_Nunes"
"1095",2016-03-27,752,"Amanda_Nunes"
"1096",2016-03-28,926,"Amanda_Nunes"
"1097",2016-03-29,756,"Amanda_Nunes"
"1098",2016-03-30,716,"Amanda_Nunes"
"1099",2016-03-31,768,"Amanda_Nunes"
"1100",2016-04-01,686,"Amanda_Nunes"
"1101",2016-04-02,591,"Amanda_Nunes"
"1102",2016-04-03,628,"Amanda_Nunes"
"1103",2016-04-04,573,"Amanda_Nunes"
"1104",2016-04-05,619,"Amanda_Nunes"
"1105",2016-04-06,523,"Amanda_Nunes"
"1106",2016-04-07,40062,"Amanda_Nunes"
"1107",2016-04-08,12956,"Amanda_Nunes"
"1108",2016-04-09,6768,"Amanda_Nunes"
"1109",2016-04-10,4445,"Amanda_Nunes"
"1110",2016-04-11,3760,"Amanda_Nunes"
"1111",2016-04-12,5259,"Amanda_Nunes"
"1112",2016-04-13,3542,"Amanda_Nunes"
"1113",2016-04-14,2465,"Amanda_Nunes"
"1114",2016-04-15,2536,"Amanda_Nunes"
"1115",2016-04-16,2861,"Amanda_Nunes"
"1116",2016-04-17,3439,"Amanda_Nunes"
"1117",2016-04-18,2755,"Amanda_Nunes"
"1118",2016-04-19,2925,"Amanda_Nunes"
"1119",2016-04-20,5452,"Amanda_Nunes"
"1120",2016-04-21,3267,"Amanda_Nunes"
"1121",2016-04-22,3732,"Amanda_Nunes"
"1122",2016-04-23,5293,"Amanda_Nunes"
"1123",2016-04-24,5042,"Amanda_Nunes"
"1124",2016-04-25,4701,"Amanda_Nunes"
"1125",2016-04-26,3817,"Amanda_Nunes"
"1126",2016-04-27,7887,"Amanda_Nunes"
"1127",2016-04-28,7292,"Amanda_Nunes"
"1128",2016-04-29,5338,"Amanda_Nunes"
"1129",2016-04-30,4108,"Amanda_Nunes"
"1130",2016-05-01,3469,"Amanda_Nunes"
"1131",2016-05-02,4395,"Amanda_Nunes"
"1132",2016-05-03,3282,"Amanda_Nunes"
"1133",2016-05-04,2678,"Amanda_Nunes"
"1134",2016-05-05,4215,"Amanda_Nunes"
"1135",2016-05-06,5250,"Amanda_Nunes"
"1136",2016-05-07,3676,"Amanda_Nunes"
"1137",2016-05-08,6123,"Amanda_Nunes"
"1138",2016-05-09,4513,"Amanda_Nunes"
"1139",2016-05-10,2865,"Amanda_Nunes"
"1140",2016-05-11,2833,"Amanda_Nunes"
"1141",2016-05-12,2467,"Amanda_Nunes"
"1142",2016-05-13,2268,"Amanda_Nunes"
"1143",2016-05-14,2247,"Amanda_Nunes"
"1144",2016-05-15,4876,"Amanda_Nunes"
"1145",2016-05-16,4345,"Amanda_Nunes"
"1146",2016-05-17,3142,"Amanda_Nunes"
"1147",2016-05-18,2418,"Amanda_Nunes"
"1148",2016-05-19,3037,"Amanda_Nunes"
"1149",2016-05-20,2352,"Amanda_Nunes"
"1150",2016-05-21,1934,"Amanda_Nunes"
"1151",2016-05-22,2383,"Amanda_Nunes"
"1152",2016-05-23,2155,"Amanda_Nunes"
"1153",2016-05-24,1909,"Amanda_Nunes"
"1154",2016-05-25,1805,"Amanda_Nunes"
"1155",2016-05-26,1784,"Amanda_Nunes"
"1156",2016-05-27,1709,"Amanda_Nunes"
"1157",2016-05-28,1627,"Amanda_Nunes"
"1158",2016-05-29,2294,"Amanda_Nunes"
"1159",2016-05-30,4196,"Amanda_Nunes"
"1160",2016-05-31,2883,"Amanda_Nunes"
"1161",2016-06-01,2337,"Amanda_Nunes"
"1162",2016-06-02,2113,"Amanda_Nunes"
"1163",2016-06-03,1993,"Amanda_Nunes"
"1164",2016-06-04,1893,"Amanda_Nunes"
"1165",2016-06-05,9154,"Amanda_Nunes"
"1166",2016-06-06,7242,"Amanda_Nunes"
"1167",2016-06-07,5468,"Amanda_Nunes"
"1168",2016-06-08,3918,"Amanda_Nunes"
"1169",2016-06-09,4586,"Amanda_Nunes"
"1170",2016-06-10,3924,"Amanda_Nunes"
"1171",2016-06-11,3317,"Amanda_Nunes"
"1172",2016-06-12,3157,"Amanda_Nunes"
"1173",2016-06-13,3133,"Amanda_Nunes"
"1174",2016-06-14,3498,"Amanda_Nunes"
